Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA,""Annual population"",""104"",""Ireland"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""4761.657"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""264"",""Isle of Man"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""84.287"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""106"",""Italy"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""59359.9"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""119"",""Latvia"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""1949.67"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""125"",""Liechtenstein"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""37.922"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""126"",""Lithuania"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""2890.297"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""256"",""Luxembourg"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""583.455"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""134"",""Malta"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""430.835"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""140"",""Monaco"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""38.695"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""273"",""Montenegro"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""628.96"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""150"",""Netherlands"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""17035.938"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""162"",""Norway"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""5305.383"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""173"",""Poland"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""38170.712"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""174"",""Portugal"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""10329.506"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""146"",""Republic of Moldova"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""4051.212"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""183"",""Romania"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""19679.306"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""185"",""Russian Federation"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""143989.754"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""192"",""San Marino"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""33.4"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""272"",""Serbia"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""8790.574"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""199"",""Slovakia"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""5447.662"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""198"",""Slovenia"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""2079.976"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""203"",""Spain"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""46354.321"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""210"",""Sweden"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""9910.701"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""211"",""Switzerland"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""8476.005"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""154"",""North Macedonia"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""2083.16"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""230"",""Ukraine"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""44222.947"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""229"",""United Kingdom"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""66181.585"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
"OA,""Annual population"",""5400"",""Europe"",""511"",""Total Population - Both sexes"",""3010"",""Population - Est. & Proj."",""2017"",""2017"",""1000 persons"",""742073.853"",""X"",""International reliable sources"",""UNDESA, Population Division – World Population Prospects, the 2017 Revision"""
